name,address,city,phone,website,email,rating,reviews_count,type,business_status
La Lune d’Agafay,"15 Rue des trois Mages, 13001 Marseille",Marseille,06 61 69 81 00,,,4.9,111,restaurant,OPERATIONAL
Babouche - Restaurant Marocain Marseille,"49 Rue Sainte, 13001 Marseille",Marseille,09 55 00 84 19,https://babouche-marseille.com/,,4.4,543,oriental,OPERATIONAL
L'escale marocaine,"33 Bd de Plombières angle, 19 Trav. Notre Dame du Bon Secours, 13003 Marseille",Marseille,07 82 64 77 07,https://nojyk.com/get-menu?restaurant=FR130MES5&deliveryMode=DEL,,4.6,211,oriental,OPERATIONAL
Les Délices du Maroc,"87 Rue de la Palud, 13006 Marseille",Marseille,06 28 46 28 53,https://lesdelicesdumarocrestaurant.eatbu.com/?lang=fr,nassi.1377@hotmail.fr,4.5,386,restaurant,OPERATIONAL
NASMA Restaurant Marocain,"28 Rue Bonneterie, 13002 Marseille",Marseille,07 55 77 99 33,,,4.9,156,oriental,OPERATIONAL
Marrakech vibes,"24 Av. de Saint-Just, 13004 Marseille",Marseille,07 80 72 94 30,,,4.7,47,restaurant,OPERATIONAL
Fyne Urban Kahwa,"49 Rue de la République, 13002 Marseille",Marseille,07 53 35 40 87,http://fyneurbankahwa.fr/,,4.6,504,restaurant,OPERATIONAL
Marokko street,"21 Rue d'Italie, 13006 Marseille",Marseille,06 20 03 95 70,http://www.marokkostreet.com/,support@webador.fr,4.6,189,restaurant,OPERATIONAL
La Fontaine,"31 Av. Jules Cantini, 13006 Marseille",Marseille,04 91 79 05 02,,,4.5,1232,restaurant,OPERATIONAL
Restaurant dar mouk,"55 Av. de la Rose, 13013 Marseille",Marseille,07 81 82 85 14,,,4.7,250,restaurant,OPERATIONAL
Mallâtcha,"2 Rue de la Guirlande, 13002 Marseille",Marseille,06 14 50 19 39,https://mallatcha.com/app/restaurantWebSite.php?resto=2770,,5,25,restaurant,OPERATIONAL
Restaurant le Palmier,"14 Rue Martial Reynaud, 13016 Marseille",Marseille,04 91 69 77 09,http://restaurantlepalmier.free.fr/,restaurantlepalmier@free.fr,4.8,470,restaurant,OPERATIONAL
Morroco-sting,"163 Av. Camille Pelletan, 13003 Marseille",Marseille,07 45 47 14 51,https://instagram.com/morocco_sting?igshid=YmMyMTA2M2Y=,,4.7,205,restaurant,OPERATIONAL
Dima - Café restaurant oriental,"56A Rue Bernard du Bois, 13001 Marseille",Marseille,09 55 87 64 27,https://www.instagram.com/dima.restaurant?igsh=MTFqbmVtbWQ2eWI2Ng%3D%3D&utm_source=qr,,4.9,342,oriental,OPERATIONAL
Graines d’épices,"78 Rue Saint-Sébastien, 13006 Marseille",Marseille,04 91 63 48 79,,,5,152,restaurant,OPERATIONAL
Casa Blanca,"7 Imp. Ferdinand Arnodin, 13010 Marseille",Marseille,06 63 40 80 98,,,4.5,673,restaurant,OPERATIONAL
Dar Djerba,"83 Bd du Redon, 13009 Marseille",Marseille,09 87 16 30 24,,,4.9,69,restaurant,OPERATIONAL
Royal Kechmara,"Galerie Barneoud, 13170 Les Pennes-Mirabeau",Marseille,07 80 29 76 23,https://royalkechmara.fr/,royalkechmara@gmail.com; info@email.com,4.3,1175,restaurant,OPERATIONAL
Restaurant La Marocaine,"3 Rue Van Loo, 13100 Aix-en-Provence",Marseille,04 42 27 63 68,,,4.7,369,oriental,OPERATIONAL
Le Saf Saf,"29 Rue Vincent Scotto, 13001 Marseille",Marseille,04 91 91 58 79,,,4.1,937,restaurant,OPERATIONAL
L'Assiette Tunisienne,"182 Bd de Sainte-Marguerite, 13009 Marseille",Marseille,04 91 74 05 83,https://assiette-tunisienne.fr/?utm_source=gmb,contact@assiette-tunisienne.fr,4.4,482,oriental,OPERATIONAL
Restaurant Le Palmier,"42 Rue Vacon, 13001 Marseille",Marseille,04 91 54 47 42,,,4.2,1301,restaurant,OPERATIONAL
Tajine et Tanjia | Restaurant Spécialité Marocaine,"9 Bd d'Athènes, 13001 Marseille",Marseille,07 74 84 21 90,https://shorturl.at/iTTPd,,4,26,oriental,OPERATIONAL
Restaurant El baraka,"35 All. Léon Gambetta, 13001 Marseille",Marseille,,,,4.4,36,restaurant,OPERATIONAL
La Table Marocaine,"14 Chem. de Tivoli, 13800 Istres",Marseille,04 42 56 02 38,,,4.4,1505,oriental,OPERATIONAL
Le Jasmin de Carthage,"176 Rue de Rome, 13006 Marseille",Marseille,04 91 58 73 19,,,4.5,240,restaurant,OPERATIONAL
LES METS DE MAISSA,"1 Rue Lali, 13009 Marseille",Marseille,06 09 67 79 44,https://les-mets-de-maissa.eatbu.com/?lang=fr,lesmetsdemaissa@gmail.com; hadima@hotmail.fr,5,53,restaurant,OPERATIONAL
AL ARABY,"128 Av. des Chartreux, 13004 Marseille",Marseille,09 81 60 97 03,,,4.7,63,restaurant,OPERATIONAL
Elyssa,"27 Quai de Rive Neuve, 13007 Marseille",Marseille,04 91 56 00 81,https://www.restaurantelyssa.com/,,4.1,955,restaurant,OPERATIONAL
Villa Zaina,"320 Bd Romain Rolland, 13009 Marseille",Marseille,04 91 30 85 53,https://www.villa-zaina.fr/,,4.3,375,restaurant,OPERATIONAL
ASHOURYA,"26 Cr Julien, 13006 Marseille",Marseille,09 74 64 07 31,http://ashourya.com/,,4.7,562,restaurant,OPERATIONAL
La Rose du Paradis,"209 Rue Paradis, 13006 Marseille",Marseille,04 91 81 78 84,https://la-rose-du-paradis.fr/fr,nom@domain.com; developer@udevweb.co; monemail@domain.com,4.4,184,restaurant,OPERATIONAL
La Lune de Bejaïa,"113 Bis Rue de Lodi, 13006 Marseille",Marseille,04 91 30 30 30,https://www.lalunedebejaia.com/,,4.5,177,restaurant,OPERATIONAL
La Kahena,"2 Rue de la République, 13001 Marseille",Marseille,04 91 90 61 93,https://www.lakahena.fr/,,3.9,972,restaurant,OPERATIONAL
SALIM MARRAKCH,"26 Bd Garibaldi, 13001 Marseille",Marseille,07 74 62 97 11,,,4.5,38,restaurant,OPERATIONAL
Mamati,"26 Rue Jean François Leca, 13002 Marseille",Marseille,07 83 08 44 87,,,4.7,83,restaurant,OPERATIONAL
le véritable Couscous berbère,"36 Grand Rue, 13002 Marseille",Marseille,06 18 29 37 53,,,4.4,98,oriental,OPERATIONAL
PLANETE COUSCOUS,"1 Pl. Paul Cézanne, 13006 Marseille",Marseille,04 13 24 22 73,https://www.planetecouscous.com/,,4.6,208,oriental,OPERATIONAL
Le Roi du Couscous,"117 Rue de l'Évêché, 13002 Marseille",Marseille,09 51 50 75 08,,,4.5,164,oriental,OPERATIONAL
Restaurant Bracelet d'Argent,"36 Grand Rue, 13002 Marseille",Marseille,04 91 90 58 61,,,4.8,48,restaurant,OPERATIONAL
Restaurant Aux pays des délices couscous,"18 Rue du Musée, 13001 Marseille",Marseille,,,,4.4,35,oriental,OPERATIONAL
La Goulette,"1 Rue Pavillon, 13001 Marseille",Marseille,04 91 33 39 90,,,4,967,restaurant,OPERATIONAL
La Table Marocaine,"48 Rue du Grand Four, 13300 Salon-de-Provence",Marseille,04 90 56 62 76,,,4.6,321,oriental,OPERATIONAL
Restaurant SINDBAD,"175 Av. des Chartreux, 13004 Marseille",Marseille,04 91 50 32 71,https://lesindbad-marseille.fr/le-sindbad/marseille-13004/855/0/12047/page.htm,,4.1,171,restaurant,OPERATIONAL
Le soleil de Carthage,"28 Rue de l'Académie, 13001 Marseille",Marseille,06 25 55 67 24,https://www.soleildecarthage.fr/,servicequalite@futurdigital.fr,4.5,117,restaurant,OPERATIONAL
La Perle Vieux Port,"118 Quai du Port, 13002 Marseille",Marseille,04 91 91 08 91,https://wiicmenu-qrcode.com/app/restaurantWebSite.php?resto=2400,,4.4,3605,restaurant,OPERATIONAL
"Zakarym, salon de thé","16 Rue Louis Maurel, 13006 Marseille",Marseille,06 66 25 91 37,,,5,2,restaurant,OPERATIONAL
Restaurant marocain,"Rue Saint-Sébastien, 13006 Marseille",Marseille,,,,,,oriental,OPERATIONAL
Kin,"10 Rue Francis Davso, 13001 Marseille",Marseille,04 91 06 44 02,http://www.kin-restaurant.com/,kinrestaurantmarseille@gmail.com; utilisateur@domaine.com,4.9,342,restaurant,OPERATIONAL
le mechoui Restaurant snack Halal,"1 Rue des Dominicaines, 13001 Marseille",Marseille,,,,4.1,41,snack,OPERATIONAL
Les plaisirs de carthage,"13 Rue Belle Ombre, 13009 Marseille",Marseille,04 91 71 23 98,https://les-plaisirs-de-carthage-marseille.eatbu.com/?lang=fr,yasser.66@live.fr,4.3,122,restaurant,OPERATIONAL
Le coin du bonheur,"29 Rue de la Palud, 13001 Marseille",Marseille,07 73 68 87 39,,,5,41,restaurant,OPERATIONAL
Restaurant dar baya,"50 Av. Roger Salengro, 13003 Marseille",Marseille,04 88 22 33 31,https://www.facebook.com/share/1C1fAzBALH/?mibextid=wwXIfr,,4.7,91,restaurant,OPERATIONAL
Dar Tounes,"9 Rue Fontaine d'Arménie, 13001 Marseille",Marseille,07 49 15 89 26,https://www.facebook.com/share/19eSPiDSTn/,,4.8,65,restaurant,OPERATIONAL
Restaurant La Marsa,"202 Av. de Saint-Antoine, 13015 Marseille",Marseille,09 56 82 08 06,,,5,14,restaurant,OPERATIONAL
Ali Baba,"3 Rue Pythéas, 13001 Marseille",Marseille,04 91 06 57 62,http://alibaba-restaurant.fr/,,4.6,189,restaurant,OPERATIONAL
Petit tunis,"72 La Canebière, 13001 Marseille",Marseille,04 91 42 82 60,,,4.1,186,restaurant,OPERATIONAL
Chichkhane Restaurant,"126 Av. Roger Salengro, 13003 Marseille",Marseille,04 13 25 35 12,,,5,5,restaurant,OPERATIONAL
Chez Jamila,"13015 Rue de Lyon, 13015 Marseille",Marseille,07 58 52 53 44,,,5,7,restaurant,OPERATIONAL
Le Comptoir Tunisien,"2 Rue d'Aix, 13001 Marseille",Marseille,,,,4.4,105,oriental,OPERATIONAL
Djerba La Douce,"22 Rue Pavillon, 13001 Marseille",Marseille,04 86 97 05 31,,,4.2,291,restaurant,OPERATIONAL
ô saveurs de la Tunisie,"1 Rue Audemar Tibido, 13008 Marseille",Marseille,04 91 73 55 58,,,3.6,76,restaurant,OPERATIONAL
Bab Swika Restaurant Tunisien,"137 Bd National, 13003 Marseille",Marseille,,,,5,1,oriental,OPERATIONAL
Tunis Carthage,"22 Rue d'Aix, 13001 Marseille",Marseille,06 50 50 44 06,,,4.6,5,restaurant,OPERATIONAL
Resto Tunisien Flamez,"142 Rue Félix Pyat, 13003 Marseille",Marseille,06 30 04 81 59,,,3.9,7,oriental,OPERATIONAL
Chez Yassine,"7 Bd d'Athènes, 13001 Marseille",Marseille,04 91 44 08 28,http://www.chezyassine.com/,utilisateur@domaine.com; contact@chezyassine.com,4.1,236,restaurant,OPERATIONAL
CHEZ TATA,"98 Rue Loubon, 13003 Marseille",Marseille,06 44 06 31 43,,,4.4,46,restaurant,OPERATIONAL
L’olivier,"22 Rue Colbert, 13001 Marseille",Marseille,07 69 24 84 07,,,4.7,20,restaurant,OPERATIONAL
La Goulette,"162 Rue Loubon, 13003 Marseille",Marseille,04 91 50 44 51,,,4.2,35,restaurant,OPERATIONAL
Chez Mouss,"202 Av. de Saint-Antoine, 13015 Marseille",Marseille,09 56 82 08 06,,,4.3,218,restaurant,OPERATIONAL
Saveurs des Halles,"7 Rue Halle Delacroix, 13001 Marseille",Marseille,,https://wiicmenu-qrcode.com/app/restaurantWebSite.php?resto=2875,,5,70,restaurant,OPERATIONAL
Zaÿ Zaÿ,"134 Rue Paradis, 13006 Marseille",Marseille,04 91 31 61 69,https://www.instagram.com/zayzay.restaurant/,,4.8,726,restaurant,OPERATIONAL
Restaurant L'Orient,"37 Rue du Musée, 13001 Marseille",Marseille,09 53 42 11 38,http://restaurant-l-orient.webnode.fr/,l.orient.resto@gmail.com,4,2,restaurant,OPERATIONAL
Khazimky,"20 Trav. de la Montre, 13011 Marseille",Marseille,06 59 22 54 94,https://khazimky.fr/,contact@khazimky.frt; contact@khazimky.fr; booking@tastyccafe.com,4.7,35,restaurant,OPERATIONAL
Le Djerba,"176 Rue de Rome, 13006 Marseille",Marseille,04 91 37 09 73,,,4,18,restaurant,OPERATIONAL
Restaurant L'Andalouse,"Rue de Forbin, 13003 Marseille",Marseille,07 68 07 15 86,,,4.7,7,restaurant,OPERATIONAL
restaurant Ghomrassen,"21 Bd Dugommier, 13001 Marseille",Marseille,09 85 21 44 98,,,4.2,125,restaurant,OPERATIONAL
Sunwich,"82 Rue Edmond Rostand, 13006 Marseille",Marseille,09 81 80 36 63,,,4.9,39,restaurant,OPERATIONAL
Hannibal,"55 Bd de Paris, 13002 Marseille",Marseille,06 52 72 83 56,https://www.restaurant-hannibal.fr/,,4.6,77,restaurant,OPERATIONAL
Koujina Express Chez Yassine,"5 Rue d'Aubagne, 13001 Marseille",Marseille,04 91 73 57 55,https://www.chezyassine.com/koujina-express,utilisateur@domaine.com; contact@chezyassine.com,3.5,84,fast-food,OPERATIONAL
"Snack Tunisien du sud Couscous Sur Place, Emporter, Tacos, Burger hallal a Marseille","112 Av. de la Capelette, 13010 Marseille",Marseille,04 86 97 89 29,https://tunisiendusud.fr/,kevinclarkfit@training.com; contact@tunisiendusud.com,4.1,119,tacos,OPERATIONAL
Snack Les 2 Soeurs...sandwicherie...burgers...pizza,"Rue Honnorat, 13003 Marseille",Marseille,09 54 38 35 02,,,4.1,55,pizzeria,OPERATIONAL
La fiesta,"78 Cr Gouffé, 13006 Marseille",Marseille,06 09 35 71 11,,,5,53,restaurant,OPERATIONAL
Safia cuisine de Yema,"13 Rue Rouget de Lisle 13001, 13001 Marseille",Marseille,09 79 71 14 53,https://safia-cuisine-de-yema.com/,contact@safia-cuisine-de-yema.com,4.3,644,restaurant,OPERATIONAL
Restaurant Tella Cuisine Orientale & Algérienne,"10 Rue de la Fare, 13001 Marseille",Marseille,07 86 32 46 21,https://www.restaurant-tella-cuisine-orientale-algerienne.fr/contact,,4.4,301,oriental,OPERATIONAL
"La saveur, chez Nadia","17 Rue Poids de la Farine, 13001 Marseille",Marseille,06 58 15 77 30,,,4.8,937,restaurant,OPERATIONAL
Le comptoir des saveurs,"15 Rue Coutellerie, 13002 Marseille",Marseille,07 83 57 97 08,,,4.7,126,restaurant,OPERATIONAL
La Sardinade restaurant Algérien,"25 Bd Dugommier, 13001 Marseille",Marseille,07 66 84 05 66,,,3.4,32,restaurant,OPERATIONAL
Restaurant Femina,"1 Rue du Musée, 13001 Marseille",Marseille,04 91 54 03 56,,,4.1,1032,restaurant,OPERATIONAL
La Marmite Du Maghreb,"7b Rue de la Fare, 13001 Marseille",Marseille,06 05 89 18 83,,,4.3,133,restaurant,OPERATIONAL
Restaurant Le Djura,"10 Rue de la Fare, 13001 Marseille",Marseille,04 88 08 54 91,,,4.2,105,restaurant,OPERATIONAL
Hammache Tahar,"31 Rue du Bon Pasteur, 13002 Marseille",Marseille,04 91 91 26 67,,,4.6,42,restaurant,OPERATIONAL
El Lamma,"221 Bd Danielle Casanova, 13014 Marseille",Marseille,09 51 37 67 81,,,3.3,3,restaurant,OPERATIONAL
Ashourya,"3 Bd National, 13001 Marseille",Marseille,09 74 64 05 67,https://ashourya.fr/,,4.6,1362,restaurant,OPERATIONAL
Linka,"24 Rue Sylvabelle, 13006 Marseille",Marseille,04 96 15 36 41,https://linka-marseille.fr/fr,nom@domain.com; developer@udevweb.co; monemail@domain.com,4.8,139,restaurant,OPERATIONAL
Snack baba hssen,"34 Rue des Récolettes, 13001 Marseille",Marseille,,,,3.8,12,snack,OPERATIONAL
couscous de la rouvière chez johanne,"83 Bd du Redon, 13009 Marseille",Marseille,07 89 21 19 28,,,4.8,11,oriental,OPERATIONAL
le 7 ème olivier,"9 Quai de la Joliette, 13002 Marseille",Marseille,04 91 88 08 23,,,4.7,131,restaurant,OPERATIONAL
DIHYA,"Les Docks des Suds, 12 Rue Urbain V, 13002 Marseille",Marseille,06 46 85 22 34,https://dihyamarseille.business.site/,,4.5,57,restaurant,OPERATIONAL
Méditerranéen,"41 Rue Longue des Capucins, 13001 Marseille",Marseille,07 58 10 33 36,,,4.8,27,restaurant,OPERATIONAL
GOLDA,"23 All. Léon Gambetta, 13001 Marseille",Marseille,06 79 05 06 88,https://www.instagram.com/golda_gambetta_marseille/,,4.8,270,restaurant,OPERATIONAL
Maison Soura,"15 Rue d'Aubagne, 13001 Marseille",Marseille,07 58 77 76 89,,,4.1,67,restaurant,OPERATIONAL
La plume - Restaurant Lounge halal Marseille,"112 Av. Jules Cantini, 13008 Marseille",Marseille,06 85 44 04 40,https://laplume-restaurant.fr/,mohandmess@hotmail.com,4.9,367,oriental,OPERATIONAL
NEW BEEF,"59 Rue Alphonse Daudet, 13013 Marseille",Marseille,06 62 01 33 05,https://newbeef.fr/fr,nom@domain.com; developer@udevweb.co; monemail@domain.com,4.5,1565,restaurant,OPERATIONAL
Chez Lili,"9 Pl. Brossolette, 13004 Marseille",Marseille,04 86 97 00 43,https://m.facebook.com/restochezlili/?locale2=fr_FR,,4.8,713,restaurant,OPERATIONAL
Smokmeat Marseille,"18 Rue de la Paix Marcel Paul, 13001 Marseille",Marseille,06 83 49 66 04,https://smok-meat.com/,smokmeat1@gmail.com; contact@smok-meat.com,4.7,3121,restaurant,OPERATIONAL
La Cucina di Nini,"1 Quai de la Joliette, 13002 Marseille",Marseille,04 91 44 72 42,,,4.9,105,restaurant,OPERATIONAL
Restaurant O'Provençal,"7 Rue de la Palud, 13001 Marseille",Marseille,04 91 21 89 59,https://restaurant-o-provencal-marseille.com/fr,nom@domain.com; developer@udevweb.co; monemail@domain.com,4.6,675,restaurant,OPERATIONAL
La Fabrique depuis 1999,"4 Rue Halle Delacroix, 13001 Marseille",Marseille,06 11 11 85 24,https://instagram.com/lafabrique1999?igshid=MzRlODBiNWFlZA==,,4.7,14,restaurant,OPERATIONAL
Milva Brunch Marseille,"15 Rue Molière, 13001 Marseille",Marseille,06 86 00 02 57,https://www.instagram.com/milva_marseille?igsh=ODkwdzVqNXhxd2Zu,,4.9,5889,brunch-cafe,OPERATIONAL
K'nafa restaurant,"14 Rue Gourjon, 13002 Marseille",Marseille,07 51 56 07 25,,,5,433,restaurant,OPERATIONAL
Le Palais du Maharadjah,"151 Rte des Trois Lucs à la Valentine, 13011 Marseille",Marseille,04 91 89 24 32,https://lepalaisdumaharadjah.my.canva.site/,epalaisdumaharadjah@gmail.com; nlepalaisdumaharadjah@gmail.com,4.8,3802,restaurant,OPERATIONAL
Le Chill,"52 Rue d'Italie, 13006 Marseille",Marseille,06 26 62 50 05,https://www.lechillmarseille.fr/,,4.2,603,restaurant,OPERATIONAL
LA FABRIK,"234 Rue Paradis, 13006 Marseille",Marseille,04 22 91 88 91,http://la-fabrik.eatbu.com/,,4.5,367,restaurant,OPERATIONAL
Grillade Chez LE COUZ,"180 Cr Lieutaud, 13006 Marseille",Marseille,,,,4.4,297,restaurant,OPERATIONAL
Thai Land Square Marseille,"603 Av. du Prado, 13008 Marseille",Marseille,04 91 76 60 73,https://thailandsquare-prado.com/,,4.6,746,thai,OPERATIONAL
Chicken chicken,"14 Rue Bernard du Bois, 13001 Marseille",Marseille,04 65 97 62 42,http://wa.me/33618907820,,4.8,675,chicken,OPERATIONAL
Mamily - Restaurants,"11 Rue Henri Barbusse, 13001 Marseille",Marseille,04 22 91 27 28,https://mamily.store/,jason@digiflow-agency.fr,4.8,622,restaurant,OPERATIONAL
Butcher’s Signature,"49 Bd d'Arras, 13004 Marseille",Marseille,04 65 95 46 93,,,4.4,927,restaurant,OPERATIONAL
Le Gourmet Monte Carlo,"32 Rue Coutellerie, 13002 Marseille",Marseille,09 56 31 49 23,https://www.legourmet-montecarlo.fr/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=7958722182378857067,legourmetmontecarlo@gmail.com; 9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; e0b4d631da7b4200828051f7f9c783e3@sentry-next.wixpress.com; 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com,4.8,369,restaurant,OPERATIONAL
Andia Marseille,"Places Albert Londres, Bd Jacques Saadé Voutes N°18, 13002 Marseille",Marseille,,https://eu.sevenrooms.com/reservations/andiamarseille,6e89e44da9e446e386f06ae81420a615@o17585.ingest.us.sentry.io,3.7,1253,restaurant,OPERATIONAL
O'Pakistan,"11 Rue des Trois Rois, 13006 Marseille",Marseille,04 91 48 87 10,http://www.opakistan.fr/,,4.3,1410,restaurant,OPERATIONAL
Les p'tites bouchées Marseille,"4 Rue de la Croix, 13007 Marseille",Marseille,06 14 28 94 86,https://lesptitesbouchees.com/,,5,193,restaurant,OPERATIONAL
Shimla,"27 Rue d'Italie, 13006 Marseille",Marseille,04 91 42 25 36,http://shimlarestaurant.org/,,4.6,882,restaurant,OPERATIONAL
Vapiano Marseille Terrasses du Port Pasta Pizza Bar,"9 Quai du Lazaret, 13002 Marseille",Marseille,04 28 31 37 98,https://www.vapiano.fr/restaurants/marseille/marseille-terrasses-du-port/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,serviceclient@vapianofrance.fr,4,10950,pizzeria,OPERATIONAL
Mimas,"3 Pl. Brossolette, 13004 Marseille",Marseille,09 81 53 90 19,,,4.9,166,restaurant,OPERATIONAL
Dragon délice - restaurant chinois - Marseille 龙小吃 马赛中餐,"165 Rue de Rome, 13006 Marseille",Marseille,06 10 75 28 65,,,4.8,173,chinois,OPERATIONAL
Shanghai Kitchen,"14 Cr Jean Ballard, 13001 Marseille",Marseille,09 54 68 60 62,https://facebook.com/ShanghaiKitchen,,4.2,732,restaurant,OPERATIONAL
Jin Jiang,"106 Rue d'Italie, 13006 Marseille",Marseille,04 91 92 63 75,http://www.restaurantjinjiang.fr/,,4.4,327,restaurant,OPERATIONAL
Chez Panda-熊猫小馆,"71 Rue de la Palud, 13006 Marseille",Marseille,,,,4.9,128,restaurant,OPERATIONAL
Y a un resto,"16 Rue de Village, 13006 Marseille",Marseille,06 51 52 99 99,,,4.6,238,restaurant,OPERATIONAL
Lilin,"22 Rue Sainte, 13001 Marseille",Marseille,04 91 56 59 66,https://restaurantlilin.wordpress.com/,,4.4,374,restaurant,OPERATIONAL
MEO MIDNIGHT 午夜猫,"94A Rue d'Aubagne, 13001 Marseille",Marseille,04 91 72 06 11,https://www.instagram.com/meo.midnight?igsh=MWg2N21ic3FyYzI3OA==,,4.8,248,restaurant,OPERATIONAL
Yaki&Soba - Restaurant Joliette,"7 Ter Quai de la Joliette, 13002 Marseille",Marseille,06 11 52 58 23,https://www.yakisoba.fr/,maisonyakisoba@gmail.com,4.9,536,restaurant,OPERATIONAL
La Maison des Raviolis,"14 Rue d'Italie, 13006 Marseille",Marseille,04 91 94 59 98,http://www.la-maison-des-raviolis.fr/,marseille6@la-maison-des-raviolis.fr; marseille9@la-maison-des-raviolis.fr; aix@la-maison-des-raviolis.fr; contact@la-maison-des-raviolis.fr,4.1,897,restaurant,OPERATIONAL
La Baie du Dragon,"8 Pl. Notre Dame du Mont, 13006 Marseille",Marseille,04 91 92 74 78,,,4.7,535,restaurant,OPERATIONAL
Le Pacifique 4,"210 Bd Romain Rolland, 13010 Marseille",Marseille,04 91 22 22 23,http://www.lepacifique4.com/,,3.8,2526,restaurant,OPERATIONAL
Le Palais d'Asie - Marseille,"33 Bd Luce, 13008 Marseille",Marseille,04 91 76 10 03,https://www.lepalaisdasiemarseille.fr/,,4.3,559,restaurant,OPERATIONAL
Restaurant Le Pacifique La Pomme 金蕟楼 特色中餐,"48 Av. Emmanuel Allard, 13011 Marseille",Marseille,04 91 35 03 38,,,3.6,834,restaurant,OPERATIONAL
Shangaï X'Press,"19 Av. de Saint-Julien, 13012 Marseille",Marseille,04 91 34 67 99,https://www.shangaixpress.fr/,9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com; dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com; c183baa23371454f99f417f6616b724d@sentry.wixpress.com; 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com; 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com; e0b4d631da7b4200828051f7f9c783e3@sentry-next.wixpress.com,4.5,608,restaurant,OPERATIONAL
Le Mandarin 大華飯店,"5 Cr Jean Ballard, 13001 Marseille",Marseille,04 91 33 13 54,,,4,445,restaurant,OPERATIONAL
TANTAKY,"56 Rue d'Italie, 13006 Marseille",Marseille,04 65 57 59 66,https://www.facebook.com/Le-Tantaky-114187737010460/,,4.9,658,restaurant,OPERATIONAL
Le Pacifique 2 La Valentine,"17 Rte des Camoins, 13011 Marseille",Marseille,04 95 08 88 88,http://www.lepacifique2.com/,,3.9,2524,restaurant,OPERATIONAL
La Source de Jade,"3 Rue des 3 Frères Barthélémy, 13006 Marseille",Marseille,04 91 48 87 09,http://la-source-de-jade.gaqo.net/,,4.7,356,restaurant,OPERATIONAL
Hong Kong 2,"2 Pl. Edmond Audran, 13004 Marseille",Marseille,04 91 85 63 49,http://www.hong-kong-2.com/,,4.6,689,restaurant,OPERATIONAL
Wok And Rolls Marseille,"13 Rue Crudère, 13006 Marseille",Marseille,09 81 87 75 15,,,4.8,366,chinois,OPERATIONAL
Restaurant Riz d'Or,"21 Av. des Chartreux, 13004 Marseille",Marseille,04 91 08 88 94,http://www.rizdor.fr/,,4.7,497,restaurant,OPERATIONAL
Saveurs de Dong,"12 Bd d'Athènes, 13001 Marseille",Marseille,04 65 85 72 57,,,4.2,243,restaurant,OPERATIONAL
Khai Hoan,"7 Rue Bonneterie, 13002 Marseille",Marseille,04 91 91 01 32,,,4.5,630,restaurant,OPERATIONAL
Chez Quan,"148 Av. Pierre Mendès France Et 12, 13008 Marseille",Marseille,04 91 71 51 51,http://www.chezquan.fr/,,4.3,651,restaurant,OPERATIONAL
Les Buffets du Vieux-Port,"158 Quai du Port, 13002 Marseille",Marseille,04 65 85 89 70,https://lesbuffetsduvieuxport.eatbu.com/,ty.vieuxport@gmail.com; contact@lesbuffetsduvieuxport.com,4,2312,restaurant,OPERATIONAL
Plats d'Asie (Restaurant Asiatique),"41 Bd Jeanne d'Arc, 13005 Marseille",Marseille,04 84 26 58 01,https://www.facebook.com/plats.dasie.3,,4.8,70,restaurant,OPERATIONAL
O Buffet,"1 Av. de la Pointe Rouge, 13008 Marseille",Marseille,04 91 33 65 62,https://www.obuffetmarseille.fr/,contact@obuffetmarseille.com,4.3,1365,restaurant,OPERATIONAL
My Little Warung Marseille,"187 Rue de Rome, 13006 Marseille",Marseille,04 96 10 38 78,https://restaurants.mylittlewarung.com/marseille-castellane/?utm_source=google&utm_medium=organic&utm_campaign=mybusiness-website,,4.4,1365,restaurant,OPERATIONAL
Chez Lin Marseille,"4 Rue Dragon, 13006 Marseille",Marseille,04 91 67 12 30,https://chez-lin.fr/,,4.7,117,restaurant,OPERATIONAL
Restaurant Soir D'Asie,"121 Rue de l'Évêché, 13002 Marseille",Marseille,04 91 90 21 07,,,4.4,202,restaurant,OPERATIONAL
Maison Bao's,"21 Rue d'Italie, 13006 Marseille",Marseille,04 13 59 23 75,,,4.3,138,restaurant,OPERATIONAL
Dragon Impérial,"2515 Chem. de Velaux, 13170 Les Pennes-Mirabeau",Marseille,04 42 09 00 90,http://www.dragonimperial.eu/,contact@dragonimperial.eu,3.1,1620,restaurant,OPERATIONAL
JinJiang Express,"13 Pl. Castellane, 13006 Marseille",Marseille,04 91 78 77 01,http://www.jinjiang.fr/,,4.3,338,fast-food,OPERATIONAL
